frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode1_max_flow_time,Dynamic_BAL_njobs100_mode2_max_flow_time,Dynamic_BAL_njobs100_mode3_max_flow_time,Dynamic_BAL_njobs100_mode4_max_flow_time,Dynamic_BAL_njobs100_mode5_max_flow_time,Dynamic_BAL_njobs100_mode6_max_flow_time,Dynamic_BAL_njobs100_mode7_max_flow_time
1024,596563.069035,596563.069035,596563.069035,596563.069035,596563.069035,596563.069035,596563.069035,89269.000000,89269.000000,89269.000000,89269.000000,89269.000000,89269.000000,89269.000000
128,412062.327537,412062.327537,412062.327537,412062.327537,412062.327537,412062.327537,412062.327537,72429.000000,72429.000000,72429.000000,72429.000000,72429.000000,72429.000000,72429.000000
16384,20314.277098,20314.277098,20314.277098,20314.277098,20314.277098,20314.277098,20314.277098,13464.000000,13464.000000,13464.000000,13464.000000,13464.000000,13464.000000,13464.000000
16,17378.083784,17378.083784,17378.083784,17378.083784,17378.083784,17378.083784,17378.083784,14902.000000,14902.000000,14902.000000,14902.000000,14902.000000,14902.000000,14902.000000
2048,565878.630272,565878.630272,565878.630272,565878.630272,565878.630272,565878.630272,565878.630272,79804.000000,79804.000000,79804.000000,79804.000000,79804.000000,79804.000000,79804.000000
256,19514.876940,19514.876940,19514.876940,19514.876940,19514.876940,19514.876940,19514.876940,10963.000000,10963.000000,10963.000000,10963.000000,10963.000000,10963.000000,10963.000000
2,410182.344271,410182.344271,410182.344271,410182.344271,410182.344271,410182.344271,410182.344271,80554.000000,80554.000000,80554.000000,80554.000000,80554.000000,80554.000000,80554.000000
32768,641894.790193,641894.790193,641894.790193,641894.790193,641894.790193,641894.790193,641894.790193,34676.000000,34676.000000,34676.000000,34676.000000,34676.000000,34676.000000,34676.000000
32,11924.661505,11924.661505,11924.661505,11924.661505,11924.661505,11924.661505,11924.661505,6662.000000,6662.000000,6662.000000,6662.000000,6662.000000,6662.000000,6662.000000
4096,214599.638627,214599.638627,214599.638627,214599.638627,214599.638627,214599.638627,214599.638627,72811.000000,72811.000000,72811.000000,72811.000000,72811.000000,72811.000000,72811.000000
4,16115.763773,16115.763773,16115.763773,16115.763773,16115.763773,16115.763773,16115.763773,12858.000000,12858.000000,12858.000000,12858.000000,12858.000000,12858.000000,12858.000000
512,315208.842246,315208.842246,315208.842246,315208.842246,315208.842246,315208.842246,315208.842246,66375.000000,66375.000000,66375.000000,66375.000000,66375.000000,66375.000000,66375.000000
64,59919.625283,34811.674349,34811.674349,59919.625283,59919.625283,34799.791048,34811.674349,23104.000000,26790.000000,26790.000000,23104.000000,23104.000000,26790.000000,26790.000000
65536,460661.039609,460661.039609,460661.039609,460661.039609,460661.039609,460661.039609,460661.039609,54171.000000,54171.000000,54171.000000,54171.000000,54171.000000,54171.000000,54171.000000
8192,39423.265009,39368.499400,42101.225528,41329.756218,39423.265009,45222.719412,42101.225528,10535.000000,10694.000000,8491.000000,7509.000000,10535.000000,3569.000000,8491.000000
8,23241.607001,15690.824580,15690.824580,15690.824580,23241.607001,15690.824580,15690.824580,12733.000000,12733.000000,12733.000000,12733.000000,12733.000000,12733.000000,12733.000000
