frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode1_max_flow_time,Dynamic_BAL_njobs100_mode2_max_flow_time,Dynamic_BAL_njobs100_mode3_max_flow_time,Dynamic_BAL_njobs100_mode4_max_flow_time,Dynamic_BAL_njobs100_mode5_max_flow_time,Dynamic_BAL_njobs100_mode6_max_flow_time,Dynamic_BAL_njobs100_mode7_max_flow_time
1024,514463.362887,514463.362887,514463.362887,514463.362887,514463.362887,514463.362887,514463.362887,112666.000000,112666.000000,112666.000000,112666.000000,112666.000000,112666.000000,112666.000000
128,405112.067332,405112.067332,405112.067332,405112.067332,405112.067332,405112.067332,405112.067332,71394.000000,71394.000000,71394.000000,71394.000000,71394.000000,71394.000000,71394.000000
16384,8285.429741,8285.429741,8285.429741,8285.429741,8285.429741,8285.429741,8285.429741,5105.000000,5105.000000,5105.000000,5105.000000,5105.000000,5105.000000,5105.000000
16,211705.777446,211705.777446,211705.777446,211705.777446,211705.777446,211705.777446,211705.777446,37833.000000,37833.000000,37833.000000,37833.000000,37833.000000,37833.000000,37833.000000
2048,13112.104903,13112.104903,13112.104903,13112.104903,13112.104903,13112.104903,13112.104903,6757.000000,6757.000000,6757.000000,6757.000000,6757.000000,6757.000000,6757.000000
256,228061.129367,228061.129367,228061.129367,228061.129367,228061.129367,228061.129367,228061.129367,57566.000000,57566.000000,57566.000000,57566.000000,57566.000000,57566.000000,57566.000000
2,230455.219926,230455.219926,230455.219926,230455.219926,230455.219926,230455.219926,230455.219926,67353.000000,67353.000000,67353.000000,67353.000000,67353.000000,67353.000000,67353.000000
32768,37965.433449,37965.433449,37965.433449,37965.433449,37965.433449,37965.433449,37965.433449,30236.000000,30236.000000,30236.000000,30236.000000,30236.000000,30236.000000,30236.000000
32,360501.978947,360501.978947,360501.978947,360501.978947,360501.978947,360501.978947,360501.978947,101024.000000,101024.000000,101024.000000,101024.000000,101024.000000,101024.000000,101024.000000
4096,226651.436858,226651.436858,226651.436858,226651.436858,226651.436858,226651.436858,226651.436858,58430.000000,58430.000000,58430.000000,58430.000000,58430.000000,58430.000000,58430.000000
4,14684.161876,14684.161876,14684.161876,14684.161876,14684.161876,14684.161876,14684.161876,14046.000000,14046.000000,14046.000000,14046.000000,14046.000000,14046.000000,14046.000000
512,28377.655277,28377.655277,28934.888059,28377.655277,28377.655277,28934.888059,28934.888059,21139.000000,21139.000000,23905.000000,21139.000000,21139.000000,23905.000000,23905.000000
64,192513.701305,192513.701305,192513.701305,192513.701305,192513.701305,192513.701305,192513.701305,65744.000000,65744.000000,65744.000000,65744.000000,65744.000000,65744.000000,65744.000000
65536,184767.066868,184767.066868,184767.066868,184767.066868,184767.066868,184767.066868,184767.066868,46348.000000,46348.000000,46348.000000,46348.000000,46348.000000,46348.000000,46348.000000
8192,155442.363817,155442.363817,155442.363817,155442.363817,155442.363817,155442.363817,155442.363817,44284.000000,44284.000000,44284.000000,44284.000000,44284.000000,44284.000000,44284.000000
8,201203.743337,201203.743337,201203.743337,201203.743337,201203.743337,201203.743337,201203.743337,43017.000000,43017.000000,43017.000000,43017.000000,43017.000000,43017.000000,43017.000000
