frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode1_max_flow_time,Dynamic_BAL_njobs100_mode2_max_flow_time,Dynamic_BAL_njobs100_mode3_max_flow_time,Dynamic_BAL_njobs100_mode4_max_flow_time,Dynamic_BAL_njobs100_mode5_max_flow_time,Dynamic_BAL_njobs100_mode6_max_flow_time,Dynamic_BAL_njobs100_mode7_max_flow_time
1024,380406.164334,380406.164334,380406.164334,380406.164334,380406.164334,361793.861685,380406.164334,49698.000000,49698.000000,49698.000000,49698.000000,49698.000000,49698.000000,49698.000000
128,195339.688653,195339.688653,195339.688653,195339.688653,195339.688653,195339.688653,195339.688653,42958.000000,42958.000000,42958.000000,42958.000000,42958.000000,42958.000000,42958.000000
16384,17880.056208,17898.607767,18118.300472,18064.353988,17880.056208,18312.231868,18312.232442,4321.000000,4321.000000,3415.000000,2909.000000,4321.000000,2909.000000,2909.000000
16,197618.013010,197618.013010,197618.013010,197618.013010,197618.013010,197618.013010,197618.013010,41496.000000,41496.000000,41496.000000,41496.000000,41496.000000,41496.000000,41496.000000
2048,73042.935339,27331.789385,27331.789385,73042.935339,73042.935339,27331.789385,27331.789385,18658.000000,25757.000000,25757.000000,18658.000000,18658.000000,25757.000000,25757.000000
256,197093.588556,197093.588556,197093.588556,197093.588556,197093.588556,197093.588556,197093.588556,58133.000000,58133.000000,58133.000000,58133.000000,58133.000000,58133.000000,58133.000000
2,235977.350280,235977.350280,235977.350280,235977.350280,235977.350280,235977.350280,235977.350280,54278.000000,54278.000000,54278.000000,54278.000000,54278.000000,54278.000000,54278.000000
32768,45461.310452,45461.310452,45461.310452,45461.310452,45461.310452,45461.310452,45461.310452,40878.000000,40878.000000,40878.000000,40878.000000,40878.000000,40878.000000,40878.000000
32,46165.123838,46165.123838,46165.123838,46165.123838,46165.123838,46165.123838,46165.123838,37012.000000,37012.000000,37012.000000,37012.000000,37012.000000,37012.000000,37012.000000
4096,436687.122793,436687.122793,436687.122793,436687.122793,436687.122793,436687.122793,436687.122793,43165.000000,43165.000000,43165.000000,43165.000000,43165.000000,43165.000000,43165.000000
4,18864.618973,18864.618973,18864.618973,18864.618973,18864.618973,19099.324831,18864.618973,11271.000000,11271.000000,11271.000000,11271.000000,11271.000000,11271.000000,11271.000000
512,11805.085133,11805.085133,11805.085133,11805.085133,11805.085133,11805.085133,11805.085133,5607.000000,5607.000000,5607.000000,5607.000000,5607.000000,5607.000000,5607.000000
64,28927.571156,28927.571156,28927.571156,28927.571156,28927.571156,28927.571156,28927.571156,25328.000000,25328.000000,25328.000000,25328.000000,25328.000000,25328.000000,25328.000000
65536,335577.156472,335577.156472,335577.156472,335577.156472,335577.156472,335577.156472,335577.156472,51407.000000,51407.000000,51407.000000,51407.000000,51407.000000,51407.000000,51407.000000
8192,570081.937218,570081.937218,570081.937218,570081.937218,570081.937218,570081.937218,570081.937218,30591.000000,30591.000000,30591.000000,30591.000000,30591.000000,30591.000000,30591.000000
8,16488.622229,16488.622229,16488.622229,16488.622229,16488.622229,16488.622229,16488.622229,11331.000000,11331.000000,11331.000000,11331.000000,11331.000000,11331.000000,11331.000000
