frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1152411.833569,219512.000000,252.449995
4,2356931.850921,298599.000000,95.629493
8,1689306.149386,264774.000000,33.000000
16,2476756.833927,299902.000000,99635.171310
32,2038272.798233,269321.000000,1260.610170
64,3066356.505103,297367.000000,211521.859506
128,2519727.829878,289810.000000,19093.476766
256,3329017.269284,295282.000000,313837.007676
512,2592140.338954,295486.000000,358949.647476
1024,3060101.958010,292220.000000,192660.053758
2048,3042553.639952,291036.000000,856782.533004
4096,3264130.182253,289805.000000,889119.450794
8192,1227842.875082,120080.000000,523709.289588
16384,2383671.878830,281942.000000,1168336.264046
32768,1363783.259040,121122.000000,394091.840276
65536,4779083.186991,303075.000000,3879590.332626
