frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,526406.396427,111300.000000,458.036025
4,1725086.555261,301713.000000,310.111270
8,2169458.352255,299509.000000,97.887691
16,1343760.902023,279448.000000,85.743804
32,1601898.483800,272673.000000,411.941743
64,2408312.412701,301765.000000,8471.790661
128,2306367.673909,289310.000000,11681.057914
256,1561330.565929,264390.000000,15153.706840
512,3587702.517959,294005.000000,574304.426870
1024,2250002.550696,295835.000000,269546.979284
2048,3829238.408609,298793.000000,596302.648918
4096,4344915.793562,293402.000000,1740559.940586
8192,4731844.120660,302849.000000,2184237.950564
16384,5154812.739052,296430.000000,3170287.922919
32768,1672778.001252,116145.000000,1640006.989814
65536,6496877.549378,300454.000000,6471412.286033
