frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,2166437.409563,289377.000000,45432.295507
4,1100863.184569,258439.000000,44.721360
8,1747027.469279,293630.000000,23256.731004
16,1644093.644959,282974.000000,126.735946
32,1964899.787911,279402.000000,1811.876375
64,1770239.041411,236414.000000,2168.060193
128,2855655.120760,303465.000000,220786.243512
256,3667512.764299,302819.000000,102998.930606
512,2898804.230867,286676.000000,59469.828628
1024,3658260.167046,299031.000000,290007.358688
2048,3031369.351872,301582.000000,690839.466376
4096,2971107.277300,304588.000000,401441.640998
8192,1904571.121458,238968.000000,375264.595166
16384,2224633.108578,206335.000000,1371238.126243
32768,2189463.801891,185978.000000,1641361.821560
65536,6770353.141586,301710.000000,6493390.617596
