frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,351512.376941,105115.000000,103.474635
4,1800140.699029,294085.000000,69.921384
8,2196846.673635,292871.000000,2517.073896
16,1481977.836823,294596.000000,85.451741
32,2350298.243783,300096.000000,2519.575361
64,2938315.387061,291984.000000,9885.862835
128,2941290.763273,295039.000000,96610.358233
256,2741996.290646,281480.000000,158498.199147
512,2184953.034227,237450.000000,127818.280985
1024,2439836.752051,301240.000000,129223.477461
2048,1629465.232207,212275.000000,610220.794288
4096,2730347.031847,304370.000000,959367.720360
8192,2971324.052144,294401.000000,890992.314909
16384,3004631.316132,288601.000000,1397668.905387
32768,1465969.326367,210880.000000,968665.082869
65536,3956822.330443,285625.000000,3526805.989234
