frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1757004.558885,282657.000000,400.143724
4,2128248.937553,271346.000000,49118.058563
8,1681185.774458,240594.000000,364.935611
16,1811012.842134,300013.000000,228.912647
32,1944163.754833,291603.000000,5536.703442
64,1978340.644037,294784.000000,22806.078159
128,3058775.015882,297601.000000,11568.957040
256,2792955.081982,289403.000000,142079.768275
512,2887625.719370,302989.000000,239499.368200
1024,3325433.799127,297028.000000,632386.468710
2048,2791961.364809,296646.000000,661092.901230
4096,3554528.989043,289082.000000,1808550.493019
8192,2270016.636766,304184.000000,246065.891106
16384,3197046.748541,195702.000000,1520671.164412
32768,2612890.016647,221673.000000,1246929.670905
65536,4440140.724762,304074.000000,4242456.671862
