frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1518117.507481,270285.000000,313.359219
4,1237823.946894,270978.000000,2597.511694
8,2123366.773603,298758.000000,4481.691199
16,2545553.925148,299411.000000,208517.124311
32,2637884.701534,299406.000000,36753.375709
64,2235429.937537,262149.000000,230119.320590
128,2238030.823379,300767.000000,49939.591238
256,2997739.794920,299104.000000,543730.683860
512,2727585.834852,294942.000000,285862.343328
1024,3328854.519814,297775.000000,284156.645708
2048,2978318.270116,282820.000000,700708.000729
4096,2472174.204115,221226.000000,467354.141187
8192,1962765.792180,218293.000000,296986.332293
16384,2493370.339258,242396.000000,571792.915804
32768,2684794.908576,257342.000000,651568.656370
65536,889693.360316,72290.000000,869736.028005
