frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,2297744.989944,301030.000000,96.834911
4,1238152.628502,297818.000000,64.265076
8,1052094.228922,164998.000000,114.969561
16,1544455.963057,280576.000000,149510.230048
32,1952774.891971,289386.000000,18936.130413
64,3221837.466008,301344.000000,138501.658914
128,2831026.555077,292651.000000,94347.106898
256,3038550.687696,299194.000000,495483.817560
512,2378994.482447,292000.000000,259230.394910
1024,1838418.181067,288077.000000,103092.920761
2048,3579841.669227,303822.000000,712771.631302
4096,2160133.750761,280908.000000,566582.264894
8192,1003899.417010,171587.000000,332062.233224
16384,4208841.269305,289614.000000,1619467.194551
32768,2325043.295448,251701.000000,1050936.256128
65536,5029734.594237,283117.000000,4159747.530248
