frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,626502.214740,135368.000000,115.065199
4,1195461.821542,248360.000000,244.963263
8,1573506.258686,262898.000000,6546.015047
16,2412716.416861,287852.000000,8251.034299
32,2647701.794737,298906.000000,16097.714496
64,1793372.223780,299282.000000,398.046480
128,2375374.488404,299115.000000,56691.352771
256,2636365.560050,278535.000000,192700.556818
512,2865130.832958,297978.000000,45842.435407
1024,3176905.530460,285764.000000,402404.253975
2048,3040362.336386,294564.000000,1000855.751414
4096,3316817.590100,301500.000000,609393.048539
8192,2336937.238057,274878.000000,1597561.985708
16384,1771057.087328,126293.000000,234595.043036
32768,4353009.757242,279176.000000,1844407.326712
65536,1452962.116694,176403.000000,1357009.570917
