frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1207220.402603,224220.000000,20537.537511
4,2003793.458882,284060.000000,36888.145101
8,995686.272067,270302.000000,207.915848
16,1101063.584663,218886.000000,178.112324
32,2146788.107635,274554.000000,228844.094680
64,2138003.354189,293642.000000,15406.783733
128,2586549.028953,303578.000000,261691.195863
256,2752581.086494,300440.000000,355464.276838
512,3204055.355849,297352.000000,468915.591236
1024,2378335.711444,270447.000000,318750.163863
2048,2344675.450678,292710.000000,54603.450312
4096,2164407.890636,289516.000000,119656.154576
8192,874307.198657,200443.000000,490090.552954
16384,2265784.044664,304042.000000,1199502.591021
32768,3503957.562256,241414.000000,738551.651547
65536,5419871.086333,283422.000000,5339067.360307
