frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,746348.264946,134170.000000,106.784830
4,2173119.664214,288688.000000,68.447060
8,2333867.756254,283485.000000,26048.749855
16,2070216.857808,299990.000000,614.348435
32,2247886.505621,297891.000000,43661.704445
64,2302568.871869,299557.000000,967.684349
128,2883637.667813,292098.000000,143932.552162
256,2901384.650664,294695.000000,111181.287549
512,2783927.002675,297979.000000,270190.877363
1024,3060937.852402,299842.000000,523727.363265
2048,2552729.605903,299881.000000,292554.226922
4096,3017391.277281,301563.000000,499703.199685
8192,1160666.809686,210060.000000,73085.696877
16384,3216709.279436,302031.000000,2004454.722761
32768,3756371.858772,293580.000000,3142983.477956
65536,3607727.838356,243283.000000,2715000.106752
