frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1466823.659406,295797.000000,457.749932
4,2089492.154417,303078.000000,125.459157
8,1473064.373483,257920.000000,155.881365
16,2129219.502067,286440.000000,406.169915
32,2417658.693298,299250.000000,512.231393
64,2723042.257087,294915.000000,118164.729090
128,3004112.746584,297789.000000,183163.516845
256,2945758.316734,296496.000000,209947.124265
512,2351141.691718,298726.000000,306468.630734
1024,2243645.032203,286391.000000,415367.984490
2048,2598253.511470,296961.000000,393491.287339
4096,2246621.060053,251488.000000,359611.931212
8192,2318189.197594,252770.000000,959284.463487
16384,1076933.301149,134730.000000,726977.290165
32768,4072570.003082,301772.000000,2423997.810062
65536,4160620.741070,299131.000000,69170.658331
