frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1446316.711135,302782.000000,186.260570
4,1722131.266263,295584.000000,66.000000
8,1668800.951731,285747.000000,433.779898
16,2079247.614759,299554.000000,88604.042679
32,2472587.355001,294420.000000,250.033998
64,2716455.423062,287952.000000,281347.177292
128,2589843.290885,295928.000000,347122.608156
256,2862728.599009,287159.000000,229308.220956
512,3017226.287392,300948.000000,262958.593636
1024,2657202.023972,292801.000000,417063.681479
2048,2906927.134554,299833.000000,447849.112494
4096,3422246.800235,305919.000000,1384799.198366
8192,3546696.111917,288512.000000,1689008.410596
16384,781593.494011,85166.000000,570562.513285
32768,1123092.419923,134587.000000,610689.618300
65536,3995968.248774,295788.000000,2892824.554894
