frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,2035674.147902,295301.000000,86.353923
4,2716682.554157,299641.000000,109.334350
8,1024013.297577,166802.000000,90139.021128
16,1974549.326313,272033.000000,188.774998
32,2664553.063045,268717.000000,95.728784
64,2203281.111707,273765.000000,7576.370899
128,3534942.992923,298439.000000,3759.124632
256,2315181.870403,256234.000000,113811.235157
512,2150623.598391,256236.000000,70784.278127
1024,1703545.972307,291429.000000,385266.832279
2048,929074.032018,198023.000000,57416.625467
4096,1774052.047386,297078.000000,170412.948774
8192,3646327.957810,264802.000000,1868589.686678
16384,4120249.433863,269691.000000,2296684.364804
32768,4906501.360701,276512.000000,3421197.238945
65536,3850822.533698,244101.000000,2751548.922088
