frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1899257.271297,272042.000000,57.227616
4,1443242.089105,280905.000000,91.498634
8,1701599.365817,299755.000000,46011.167927
16,2025148.705567,298436.000000,340.506975
32,605566.238956,154372.000000,1972.763290
64,3170998.647587,303425.000000,14656.530319
128,2709528.297356,296724.000000,355.710556
256,3163322.631074,300607.000000,289834.911093
512,3370052.437486,300821.000000,182044.108303
1024,3492160.620326,296937.000000,233027.474447
2048,2251741.679923,258133.000000,231677.988469
4096,1529125.900208,303841.000000,320166.513199
8192,1588556.837295,253445.000000,284429.084828
16384,3142723.650633,233598.000000,763642.007283
32768,4424694.049495,274800.000000,2043963.408415
65536,591137.546139,108801.000000,0.000000
