frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1982810.588369,301474.000000,52.239832
4,1513099.307415,291343.000000,111.830228
8,1468553.264021,270774.000000,350.241345
16,2206709.196609,298645.000000,55669.422792
32,1728630.449154,239416.000000,5780.414518
64,3456125.633773,294125.000000,219877.144035
128,2636234.108315,295338.000000,262552.961465
256,3134545.833904,284015.000000,99772.477057
512,2013865.604394,298454.000000,91291.936489
1024,1799479.063333,273981.000000,71630.196775
2048,2740394.969301,243119.000000,161917.134050
4096,3634711.755391,271397.000000,1938615.027434
8192,2938069.777599,299354.000000,1110831.674002
16384,2639390.663317,262614.000000,1241895.881113
32768,889111.611182,169034.000000,572082.039049
65536,432678.446671,81264.000000,0.000000
