frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1473531.300952,228950.000000,182.049444
4,1652696.253348,299351.000000,117.447861
8,2052739.447548,292216.000000,119.205705
16,2505613.615871,294893.000000,168.810545
32,2678052.934580,279953.000000,2946.777392
64,2904745.328408,300838.000000,562.046261
128,1981657.718498,243793.000000,19273.006278
256,3443831.644601,287150.000000,482695.688345
512,3242910.610136,296327.000000,671614.310611
1024,2880542.576668,293651.000000,284356.027402
2048,3187789.921081,296674.000000,554415.855299
4096,1844475.142761,298487.000000,61969.575979
8192,2980494.625404,302875.000000,380482.420392
16384,1015355.148147,121242.000000,529243.721975
32768,3377484.160506,274286.000000,970949.589429
65536,1476767.365016,168731.000000,319085.246412
