frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1695734.156979,283774.000000,125.717938
4,1899278.351140,303269.000000,203.963232
8,1578551.242795,273535.000000,193.036266
16,1560235.160082,292793.000000,60338.988109
32,2685319.416618,301673.000000,11972.445072
64,2144342.600606,285042.000000,15246.623626
128,2332818.803291,296226.000000,148721.394291
256,3350704.855997,300814.000000,341930.854104
512,1810023.788206,262884.000000,39520.200898
1024,3439457.408441,299030.000000,405846.079903
2048,2588194.674131,292025.000000,622431.429651
4096,1949041.371256,292774.000000,676214.020081
8192,2649972.432384,287187.000000,1352129.617607
16384,2618234.371767,212005.000000,1683279.198419
32768,1803583.850978,186033.000000,827571.085172
65536,4810430.718976,246058.000000,4799658.319479
