frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1188940.146164,214045.000000,1171.948378
4,2159954.745888,301586.000000,412.007281
8,846383.992400,221045.000000,2701.239530
16,2122350.659463,275103.000000,35338.506066
32,2530682.239374,300567.000000,730.198603
64,2784357.563319,305472.000000,69245.897250
128,2575869.978143,294561.000000,336.835271
256,2011198.166396,296288.000000,15040.514419
512,2315708.947532,301502.000000,160041.621349
1024,1704043.876976,203409.000000,73319.729193
2048,2759816.922965,274733.000000,338934.576097
4096,2668061.712788,299857.000000,110666.043026
8192,2880261.828000,279737.000000,53236.358375
16384,4175816.838308,304514.000000,2689423.078669
32768,468553.284342,94538.000000,0.000000
65536,4396105.743914,297658.000000,3520278.426276
