frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1999633.494591,285897.000000,121.979506
4,2044387.027018,280997.000000,543.863954
8,1723976.397486,292440.000000,121.367211
16,1476589.914369,264809.000000,112.649900
32,2618215.692619,295827.000000,335.752885
64,2730271.641627,303448.000000,156775.137994
128,2816349.909587,301413.000000,280022.272627
256,2473200.671106,296960.000000,274723.508901
512,2313020.466725,291783.000000,361076.999069
1024,2543298.435477,270273.000000,529454.293207
2048,3102810.075230,288174.000000,305803.617949
4096,2842357.232328,293924.000000,422122.965810
8192,2606088.998639,239625.000000,892083.940387
16384,2590699.426673,275375.000000,1037916.934776
32768,2485315.789588,274842.000000,1799285.953385
65536,6565435.321875,301380.000000,6505091.398542
