frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,901634.833963,288904.000000,692.984127
4,1290227.608106,205054.000000,96.083297
8,1684749.095402,277525.000000,160.570857
16,1994492.189498,263362.000000,157.264109
32,2322047.759246,281072.000000,62490.618320
64,3246959.990154,306961.000000,268786.222050
128,2464433.122789,298061.000000,231727.296961
256,2854186.945669,290515.000000,289842.296753
512,3351648.706068,287713.000000,413030.797317
1024,2946507.835876,287058.000000,188934.169758
2048,2450771.304753,252100.000000,693478.460066
4096,1514969.937173,153077.000000,299630.532523
8192,1913653.816356,287895.000000,512589.046272
16384,2145149.323315,175797.000000,1627281.516213
32768,2181937.253341,236178.000000,1538285.664019
65536,4161080.011567,292108.000000,2846170.336708
