frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1963577.197249,293118.000000,107.976849
4,1301017.509919,276298.000000,232.557520
8,1586679.877862,267932.000000,214.462118
16,2259402.725802,278375.000000,8031.481246
32,2302176.876897,302870.000000,16347.741312
64,2682316.727809,296214.000000,13733.028289
128,2453227.138519,299630.000000,59000.439278
256,2935388.343835,259920.000000,111752.227235
512,1581011.050636,248054.000000,57422.393402
1024,2472028.023305,298772.000000,37921.251535
2048,2684318.238399,286607.000000,1234744.217600
4096,1980725.576500,266079.000000,542976.907036
8192,652239.847182,51249.000000,262677.395897
16384,1335423.496610,248776.000000,626742.936188
32768,1509686.904768,152244.000000,1162720.101346
65536,8321469.777176,301409.000000,8278211.648693
