frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,526961.300756,234077.000000,60.745370
4,2029332.057170,301890.000000,138.311243
8,938734.697155,298582.000000,65.099923
16,1545187.694636,214657.000000,2491.977327
32,1360924.059671,191244.000000,162.539226
64,1906565.319837,293496.000000,98999.729676
128,1676711.026096,266805.000000,161131.171174
256,3366866.661390,296479.000000,289070.714399
512,3296541.095250,302922.000000,173824.641527
1024,3008649.165932,300709.000000,264317.039411
2048,2625767.944389,284290.000000,311092.772642
4096,2565795.630602,242095.000000,342702.517882
8192,2592318.411281,299642.000000,1393026.288977
16384,3510055.020179,296974.000000,434838.081426
32768,1093145.721980,110855.000000,378945.575790
65536,5231854.279799,297350.000000,4127834.299841
