frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,2355680.710090,289472.000000,45.011110
4,1386649.759726,279921.000000,161.502322
8,1884423.395872,288192.000000,227.024228
16,2151553.869486,293152.000000,7476.423477
32,1333157.491801,298713.000000,2312.038494
64,2079230.432851,255566.000000,3386.991290
128,2377359.600478,278251.000000,244164.445362
256,2004998.008823,286910.000000,190375.790336
512,2636953.599062,301924.000000,385067.121692
1024,2552323.261265,305093.000000,459592.139754
2048,3281020.855390,304968.000000,361483.783427
4096,4106926.942897,296892.000000,2044558.676334
8192,3593195.159741,276028.000000,666143.327291
16384,4290257.894569,276844.000000,1240351.241832
32768,2222202.040488,162918.000000,2139010.235670
65536,771399.556917,83964.000000,0.000000
