frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1304449.506083,215657.000000,2244.997327
4,1356280.163774,281514.000000,155.161206
8,1902820.429653,293804.000000,759.338528
16,261542.487411,51972.000000,156.952222
32,2182551.016670,300801.000000,633.431133
64,1830362.903716,290549.000000,45772.640704
128,2761427.293740,296018.000000,5939.674149
256,2852417.040782,293870.000000,263064.199541
512,2647707.362310,300042.000000,82013.057966
1024,3358828.493640,295583.000000,546296.772190
2048,675070.815434,119557.000000,225098.771480
4096,2475155.158507,257119.000000,341625.043725
8192,1369741.250797,261763.000000,718612.007367
16384,1807692.393061,266447.000000,819307.210569
32768,3959498.105726,303035.000000,1556664.838334
65536,2975229.483728,256070.000000,2145291.032973
