frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1909120.587474,297400.000000,51.078371
4,1147172.351976,250030.000000,152.190670
8,1905028.085646,250245.000000,81103.042323
16,1117177.424245,210371.000000,421.600522
32,1633767.353170,294117.000000,3575.289778
64,2672136.353587,289651.000000,217378.312472
128,3059137.977523,299246.000000,321552.070253
256,2903694.128649,278184.000000,3678.256516
512,3337545.136442,297975.000000,322847.443811
1024,3325948.923667,290379.000000,252445.965325
2048,2920587.607186,301650.000000,180231.020751
4096,3001116.914655,296934.000000,156520.632397
8192,1276444.660062,179222.000000,403025.902489
16384,3463109.419337,204617.000000,2734064.376851
32768,3140964.472933,165781.000000,2985016.862765
65536,5450553.414596,290613.000000,4698128.074346
