frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1046940.928323,281033.000000,689.342440
4,1598825.676805,299109.000000,232.658548
8,1076271.583820,270042.000000,2736.856226
16,2200365.963121,300324.000000,2678.501073
32,1102898.801938,273655.000000,6673.414868
64,2711959.451351,296432.000000,1759.174522
128,2454997.291768,286164.000000,26362.920020
256,3058384.907621,297504.000000,169302.468189
512,2115687.883332,296204.000000,64451.684873
1024,3281742.483586,299251.000000,453863.569657
2048,2728220.912644,289192.000000,955141.456570
4096,2953188.296542,294080.000000,453382.769480
8192,3283222.385153,243088.000000,65650.268453
16384,1601533.739809,226916.000000,380516.550107
32768,2831050.345691,300271.000000,953166.041154
65536,3229547.994173,239281.000000,1151213.276158
