frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1396488.297553,246525.000000,3254.433591
4,1205806.673489,273340.000000,357.625502
8,1931990.918791,259852.000000,10958.775297
16,2182574.650280,274582.000000,131964.648425
32,2407628.878323,296706.000000,11808.939876
64,2931257.381738,295548.000000,20877.270487
128,2909927.547408,295406.000000,190979.247509
256,2758688.551598,307240.000000,67073.144507
512,2726240.623945,297641.000000,376404.565019
1024,2715524.022366,300645.000000,512107.203697
2048,3838050.233089,296528.000000,799959.900805
4096,3909571.535108,300514.000000,1775756.609306
8192,2008625.449641,261241.000000,885482.698194
16384,2477832.631417,280524.000000,773859.656287
32768,4646410.421580,303273.000000,3868796.651145
65536,3044921.863630,179852.000000,2841750.420120
