frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1857225.236057,271781.000000,111.593011
4,1778778.292762,288090.000000,141.152400
8,1064241.279824,210704.000000,126.814826
16,2180209.373852,292179.000000,198.108556
32,684444.584393,132341.000000,39363.657109
64,3156195.901608,300543.000000,659.931057
128,2673060.152663,301241.000000,8059.831884
256,2823716.740287,300859.000000,381180.036509
512,3083058.100648,300722.000000,167146.306070
1024,3158736.336583,292006.000000,883608.945414
2048,3009789.299945,279987.000000,785335.516766
4096,3624544.944006,288783.000000,1533720.151169
8192,3177372.132981,303651.000000,1489031.410505
16384,3071575.704249,297634.000000,687588.943535
32768,4998839.726708,300737.000000,4721063.938173
65536,3858547.992678,199376.000000,3494121.410082
