frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1089978.764818,247227.000000,112.751940
4,2342667.361119,294404.000000,577.980969
8,2164612.415381,308097.000000,399727.633054
16,1582780.517761,269437.000000,2828.916577
32,2053834.495653,299317.000000,1963.200958
64,2053232.721640,290570.000000,1891.740997
128,2915593.579119,291491.000000,2994.299250
256,2866065.995076,303560.000000,87551.072740
512,3181835.519960,299026.000000,388128.898601
1024,2350859.599831,282763.000000,311501.749586
2048,2828828.974646,290355.000000,398464.411807
4096,2498746.280240,225575.000000,1004206.176147
8192,3234500.852540,283939.000000,1307241.434758
16384,3659367.139493,289183.000000,1240061.735794
32768,391877.895483,64919.000000,222020.105506
65536,1468377.825770,227836.000000,1137413.458668
