frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,2473192.077592,297880.000000,162364.058809
4,2020550.112384,300136.000000,145387.046634
8,1385973.834088,240112.000000,262.895416
16,1678889.003053,283339.000000,89.022469
32,1448998.180001,277586.000000,423.352099
64,2891965.213719,296572.000000,8254.007814
128,2819128.116709,280210.000000,249767.035007
256,2618942.774802,303153.000000,251362.546627
512,2665864.467794,293514.000000,340797.526659
1024,2988666.075818,301519.000000,171826.557671
2048,2534927.875248,297559.000000,433840.672314
4096,3181433.198473,289046.000000,890876.924092
8192,3601528.613967,303122.000000,1043459.007865
16384,4146122.568738,278111.000000,1133385.037841
32768,4725426.144076,244231.000000,4066713.445281
65536,871566.894576,74251.000000,868587.823079
