frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1285810.246944,296802.000000,50.596443
4,1653452.386030,277810.000000,83.108363
8,2027507.112149,293104.000000,795.145270
16,2426357.493943,283954.000000,366.506480
32,2142667.553896,264366.000000,22853.605317
64,1940960.714998,300546.000000,683.077594
128,3103652.410272,293454.000000,352171.024631
256,2819309.912588,296094.000000,342086.865480
512,2750639.231998,289013.000000,310035.704770
1024,3174040.664124,306008.000000,322747.258684
2048,3264610.181438,300272.000000,1021368.904337
4096,3440399.159143,292702.000000,320606.076755
8192,2412768.869522,177232.000000,1120820.859229
16384,2419534.460945,227129.000000,949552.070395
32768,1799275.971439,174197.000000,1274835.384647
65536,7239889.446281,302498.000000,6910928.570106
