frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1190842.448777,295074.000000,755.579910
4,1864404.033294,269009.000000,6637.658925
8,2063667.736306,285918.000000,67056.679511
16,1595883.905616,286042.000000,376.900517
32,2335906.574444,281070.000000,18480.935041
64,3271271.715009,291845.000000,129834.619517
128,3457781.498345,298797.000000,143249.232766
256,3438523.713483,301761.000000,6578.067725
512,1674402.368020,270710.000000,41823.207768
1024,2334955.478007,274869.000000,591159.997744
2048,2723696.891259,289999.000000,198624.252618
4096,2579815.922082,297248.000000,914326.085530
8192,3969995.558156,286446.000000,485116.868456
16384,2511804.312307,181866.000000,2297316.667447
32768,628407.771294,121341.000000,407018.030709
65536,6665328.019353,301666.000000,5233657.033108
