frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,2514254.389084,308163.000000,78.828929
4,2387813.945085,296372.000000,112.222992
8,2763343.533580,304744.000000,164.316767
16,2523153.839887,299900.000000,553.363353
32,2384660.681286,299302.000000,1020.246049
64,2654435.078403,295906.000000,214425.667298
128,3001573.698209,303043.000000,1470.846355
256,1996594.734489,257441.000000,235009.478637
512,2350531.111618,294080.000000,393801.843520
1024,2935710.448590,291584.000000,358567.239961
2048,2339279.243129,291192.000000,280037.225077
4096,2072606.487658,201846.000000,215659.893212
8192,1080196.453793,137481.000000,233261.737297
16384,2145289.090708,232654.000000,1082851.319585
32768,2327510.392318,213881.000000,895192.108272
65536,4233307.525968,245700.000000,4136577.235979
