frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1901923.957249,302215.000000,153.293835
4,2108902.070464,286716.000000,142.460521
8,1593004.947308,288622.000000,206.092212
16,2280647.462245,295040.000000,618.528900
32,2029297.816013,303806.000000,464.279011
64,2524254.046985,302594.000000,668.315794
128,2703921.159270,300733.000000,154837.597744
256,2049446.845806,273553.000000,25760.945790
512,3019722.700192,298079.000000,405067.600810
1024,2046809.807535,280216.000000,620830.750761
2048,3039353.341391,291457.000000,230491.615728
4096,2383992.934503,289204.000000,517549.755364
8192,2590137.029601,303948.000000,497465.358234
16384,1651817.491039,225741.000000,532271.859723
32768,1683835.388758,145981.000000,1143676.895296
65536,1627133.906045,135393.000000,1582395.648957
