frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,2257895.769857,295829.000000,317.372021
4,1889010.790904,283371.000000,75905.410374
8,1652134.058722,274477.000000,4116.025146
16,2490650.835824,299082.000000,1165.379337
32,2814330.597335,285853.000000,12370.023363
64,3011763.414007,302970.000000,1269.065010
128,2956731.702914,296999.000000,28981.866469
256,3072635.390076,290938.000000,56779.651531
512,3026411.157068,295018.000000,354706.639877
1024,2618611.835481,297693.000000,365067.690618
2048,2867467.385583,292933.000000,733382.491002
4096,2785424.446952,255630.000000,639248.297416
8192,744985.268946,82754.000000,362249.770081
16384,1358250.199464,174807.000000,419136.760056
32768,3769658.260404,270493.000000,2158180.988494
65536,1302612.059874,132794.000000,1228523.408897
