frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1541906.700548,287310.000000,273.340447
4,1221385.380667,294560.000000,60.000000
8,892804.983965,148072.000000,322.327473
16,2135318.778670,303406.000000,638.382331
32,1958400.998280,297642.000000,257520.705546
64,2371799.921732,275381.000000,932.286437
128,3116469.752011,300864.000000,203682.056696
256,2995439.059940,296690.000000,209701.057110
512,3041571.279864,300422.000000,670340.452919
1024,3625884.718519,287036.000000,70810.718355
2048,2419094.114002,297402.000000,116633.119529
4096,3128881.331832,291780.000000,868305.626049
8192,1291828.636236,187956.000000,622683.335926
16384,4261385.731959,285048.000000,1211100.246992
32768,2869500.646022,221833.000000,2166179.263032
65536,3023182.009741,240174.000000,1516741.152226
