frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1661430.981685,286672.000000,107.363867
4,1299645.367393,258752.000000,196.193782
8,2520291.470688,297535.000000,79.012657
16,1069158.391592,211414.000000,179.460302
32,1616894.744576,289520.000000,3054.048952
64,2572197.645326,298346.000000,82852.486487
128,3416753.068283,293138.000000,500297.932510
256,2132184.624343,294772.000000,368663.195661
512,2980405.143305,292346.000000,590807.649112
1024,2264217.232425,279593.000000,321172.874297
2048,2324872.514523,257819.000000,415543.937397
4096,3969084.819331,299865.000000,1272021.733890
8192,4723302.808340,298856.000000,2240482.433661
16384,4838211.332088,292247.000000,1493926.323128
32768,642088.436859,84122.000000,0.000000
65536,1711769.748129,163637.000000,1338182.138804
