frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1262180.978785,284483.000000,101197.645901
4,1015732.262313,182789.000000,86.261231
8,1843396.284753,269233.000000,304.134839
16,2312591.162499,261681.000000,586.656629
32,2144990.455052,301518.000000,1187.719243
64,2776991.711748,300667.000000,15086.521435
128,2271645.882421,243773.000000,13250.821371
256,2975595.955850,295754.000000,513735.772473
512,2457707.630653,252953.000000,228112.809752
1024,2974253.847328,294858.000000,708133.003402
2048,2654932.058997,299406.000000,133529.348265
4096,2578598.528013,245362.000000,508639.529688
8192,2308322.538346,280044.000000,272371.836980
16384,2949809.420541,205748.000000,1861026.104459
32768,1527814.582436,143650.000000,1447358.743395
65536,5378312.656111,247805.000000,5298367.548200
