frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1680661.094192,287892.000000,71.847060
4,2133622.946549,287507.000000,79.404030
8,2131645.751928,297802.000000,99.267316
16,2229570.230251,299118.000000,68589.779239
32,2526958.074196,300766.000000,1369.286310
64,2932162.512978,298654.000000,106964.190985
128,2573617.409199,255213.000000,258761.355905
256,2730632.832801,300693.000000,223824.278799
512,3198336.256181,295984.000000,350660.260931
1024,2514101.724512,299270.000000,233214.116037
2048,2363298.809628,302441.000000,450038.562993
4096,2374763.551011,296407.000000,754626.574708
8192,2250303.519807,278529.000000,600705.368161
16384,2206527.583860,270268.000000,645012.250444
32768,1125672.961253,245795.000000,778157.909574
65536,2947349.412230,248875.000000,2552949.908425
