frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1060443.554323,203026.000000,2397.548540
4,2177885.531539,274807.000000,158.094908
8,1181391.262171,215763.000000,352.715183
16,2304345.663891,292576.000000,989.525644
32,2413425.072797,270331.000000,1915.193724
64,1260268.251957,265227.000000,71899.022059
128,2369087.757036,299340.000000,53259.534179
256,1135707.448775,144417.000000,51882.776314
512,3659347.982197,301112.000000,189683.622174
1024,3031748.236647,289717.000000,212269.289008
2048,2698881.607286,301929.000000,639958.377380
4096,3916839.083581,255789.000000,856246.959413
8192,3959663.896051,303780.000000,831275.210420
16384,3825742.320863,263858.000000,917537.734812
32768,3342912.954633,250186.000000,2316116.836769
65536,4144321.604892,301261.000000,2403798.706166
