frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1378063.621351,278668.000000,362.874634
4,1947355.532448,300214.000000,41598.409477
8,1968524.354799,294217.000000,248.692581
16,1542726.565157,301113.000000,11045.505059
32,2143978.371530,300052.000000,13842.402862
64,3044994.990830,297136.000000,10350.487042
128,2813458.822003,297084.000000,56596.532129
256,2760969.670182,298279.000000,23132.894004
512,2222681.328238,264019.000000,260675.404762
1024,3626834.873666,288915.000000,226317.190421
2048,2270370.237446,276665.000000,386724.376165
4096,2117345.948512,225617.000000,558541.514858
8192,3103849.894422,293281.000000,1499823.148255
16384,690371.166887,101164.000000,216256.738878
32768,834300.613030,156030.000000,499300.579958
65536,3493398.603584,294807.000000,3077486.673367
