frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,664642.589446,197249.000000,1932.110504
4,841595.552169,197676.000000,1388.112027
8,1535888.379324,277961.000000,54.424259
16,1748714.603293,289422.000000,10754.698043
32,1210463.348636,208511.000000,608.321461
64,3195240.779573,305347.000000,18687.656300
128,3080535.325430,299539.000000,20261.998248
256,2607093.465443,294708.000000,144963.846683
512,2602232.185542,296700.000000,257095.349005
1024,2545254.846230,300434.000000,379362.965081
2048,3162105.915684,298258.000000,442980.993312
4096,1983817.670534,208536.000000,431529.205505
8192,1885279.132306,271311.000000,692054.600410
16384,1244249.715233,104725.000000,1025936.638035
32768,1121202.298192,119282.000000,920060.067342
65536,3788317.894152,301772.000000,2802994.778829
