frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1337475.597912,262776.000000,327.152869
4,2237823.671602,289727.000000,188.462198
8,1740267.371263,294633.000000,2007.523599
16,2152015.267744,299043.000000,795.977387
32,2549434.141431,271771.000000,240.122885
64,3320180.798770,299374.000000,2146.722851
128,2711331.655615,294495.000000,4544.810007
256,3323141.077813,296312.000000,10063.157854
512,2702996.247054,298968.000000,104564.771549
1024,3954707.160479,294597.000000,610510.236577
2048,3951143.064240,297686.000000,298118.467284
4096,2124194.255754,258915.000000,1207806.792136
8192,4105049.370836,248305.000000,2353374.689514
16384,4479166.792100,299707.000000,1555653.008218
32768,1947422.969309,214128.000000,1341695.047851
65536,3848691.632988,233975.000000,2537612.461621
