frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1909535.522899,285592.000000,350.656527
4,1613642.119292,261054.000000,1873.370225
8,2135531.751265,274691.000000,280.037497
16,2112663.776717,300099.000000,1512.101518
32,2095809.457842,297137.000000,56420.278234
64,3100324.207681,259911.000000,23307.485257
128,2502678.192741,293072.000000,275878.444564
256,3634475.984128,301144.000000,312130.399240
512,1657929.191575,168559.000000,203111.085783
1024,2842716.697612,276337.000000,462202.574434
2048,3263316.353650,300066.000000,1472617.148366
4096,4102024.747622,298202.000000,327552.868872
8192,2445584.505182,272571.000000,1171301.182555
16384,2169231.816808,302846.000000,395919.251961
32768,4523853.844739,280227.000000,2128089.678563
65536,1881478.507258,140017.000000,1881441.235522
