frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,2298798.908260,269646.000000,219.417410
4,1671449.230108,285507.000000,5354.936601
8,1853573.949697,297037.000000,385.621576
16,1936730.196743,296322.000000,449.853309
32,2376432.153822,262785.000000,25128.321392
64,2500754.099405,302206.000000,3930.283323
128,3033706.126868,288014.000000,319583.829646
256,3162598.587539,297388.000000,167738.877977
512,2622514.637029,297808.000000,223704.929935
1024,3853478.566372,297183.000000,651997.799350
2048,4086891.761444,295783.000000,522658.472765
4096,3900395.793074,297904.000000,495233.013205
8192,1620108.078869,301611.000000,287667.901670
16384,3747340.082815,302951.000000,2383633.544331
32768,2059297.866922,178971.000000,955940.638044
65536,2799480.771069,237976.000000,1315400.857397
