frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1052114.159320,171724.000000,154.728795
4,1092588.759994,261678.000000,456.894955
8,1929823.490362,269559.000000,9011.938970
16,2405202.277552,280877.000000,215.508701
32,3324374.040524,294070.000000,96241.469851
64,2366159.478291,302272.000000,249090.945520
128,2931347.836899,300777.000000,314684.705774
256,3590799.590100,297174.000000,130112.081030
512,2061000.973129,233468.000000,291024.000258
1024,2405988.600292,292877.000000,307051.521261
2048,3108393.933720,298545.000000,285996.797139
4096,3157953.930182,283961.000000,1232418.649153
8192,3869371.756200,302808.000000,864213.452483
16384,968594.530659,120521.000000,538544.938143
32768,1867784.766230,134663.000000,1307413.865622
65536,4479229.502313,232454.000000,3492657.088817
