frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,2084339.818628,296849.000000,250.385702
4,1923774.613262,289573.000000,13585.040081
8,2711603.351801,292905.000000,427.901858
16,993555.514434,303995.000000,136.425804
32,2251326.900758,277652.000000,1373.202826
64,2583456.009603,301252.000000,6500.574205
128,2535781.028497,293095.000000,7200.117985
256,2741569.717092,299953.000000,143919.437436
512,2795384.209355,282163.000000,386482.281613
1024,1892403.758961,247903.000000,202323.042682
2048,2701665.855842,291961.000000,209118.468434
4096,3422343.683613,296489.000000,1061957.814713
8192,1563923.166454,243124.000000,696689.019804
16384,3533600.895631,242569.000000,1013521.750811
32768,1676455.503288,196272.000000,667203.938757
65536,4663484.924097,246055.000000,4547557.518488
