frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1239984.882061,272277.000000,165.057566
4,1273107.750734,279662.000000,5845.379628
8,1943886.068082,284518.000000,385.427036
16,2076941.036802,250937.000000,202678.136004
32,2463096.082570,298106.000000,542.450919
64,2332964.656639,282784.000000,13854.874666
128,2969698.645446,299040.000000,23185.298596
256,2296311.055344,296020.000000,192678.363557
512,2659723.270244,289835.000000,146532.697501
1024,3055852.198903,303978.000000,285736.191712
2048,2807467.687013,299997.000000,145667.650204
4096,1086922.552942,117295.000000,614569.706520
8192,963100.559773,116364.000000,173562.089187
16384,3617151.411380,243773.000000,1653106.942563
32768,3248208.496710,282099.000000,834418.557809
65536,2465695.038596,238383.000000,2174726.319026
