frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1461401.379256,260073.000000,184656.132988
4,1932336.151968,281066.000000,90.476516
8,2041461.131801,299029.000000,937.537199
16,2012650.208686,302930.000000,134.796142
32,1397982.369142,246978.000000,3220.808905
64,1793461.199545,273995.000000,50767.752915
128,3313189.320485,296893.000000,185391.541752
256,2037646.288528,260163.000000,8525.762898
512,3869890.196117,302391.000000,1146948.012083
1024,3841467.859404,302575.000000,381602.952111
2048,2547394.932685,292784.000000,479975.748860
4096,3679107.688084,293505.000000,1641691.019048
8192,3976042.509492,284051.000000,2308817.004898
16384,1083715.270473,132672.000000,579340.502477
32768,2859695.344094,269374.000000,1799389.052119
65536,231198.775589,52104.000000,0.000000
