frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,2157349.640845,293087.000000,2933.782030
4,1386125.448027,266391.000000,147.773475
8,2009101.396444,250765.000000,112.738636
16,2504435.253998,299225.000000,175.852211
32,2376778.144294,292629.000000,207.800385
64,2727435.908599,295059.000000,68707.997111
128,2795602.551971,300033.000000,78133.908778
256,3104090.147027,298044.000000,9421.591373
512,3788262.257562,295687.000000,479408.506943
1024,3391380.227269,286237.000000,730314.443687
2048,2751661.938767,303910.000000,730696.507885
4096,914501.104554,129448.000000,442333.147670
8192,1639219.058299,182942.000000,826398.245328
16384,2116639.676514,304776.000000,217141.195711
32768,2451795.717149,244134.000000,843075.925768
65536,3236520.630659,295941.000000,0.000000
