frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1286254.614655,289529.000000,51.390661
4,1617280.004579,287943.000000,117.923704
8,1477890.347674,245328.000000,139.552857
16,2452979.814797,301489.000000,161298.909990
32,2649135.146419,299394.000000,53684.987464
64,2784836.695371,308746.000000,134335.880579
128,2573644.762518,293100.000000,365410.696146
256,2778106.714113,271806.000000,43215.054321
512,2998216.722014,295097.000000,84093.559391
1024,2291609.086126,301381.000000,69004.641402
2048,2696171.232076,295162.000000,167123.787379
4096,3007525.123948,292434.000000,1178900.428165
8192,3348903.792955,255706.000000,1344784.676772
16384,4234107.875270,271867.000000,856985.127831
32768,1286539.397981,211127.000000,968788.986124
65536,2318109.892452,242996.000000,1343648.389999
