frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1831129.332107,296736.000000,119.937484
4,1892593.382682,295924.000000,125.912668
8,2240628.351916,282163.000000,11671.321862
16,2740676.103369,291732.000000,1385.245466
32,2187650.295445,304458.000000,721.264168
64,2742741.238891,298729.000000,74060.769804
128,2876853.310704,290722.000000,282196.610166
256,3016199.218153,286084.000000,408641.179986
512,3650137.925419,302053.000000,209066.282521
1024,1649347.984746,287757.000000,389348.437100
2048,2904191.041370,291142.000000,252702.899718
4096,1119287.950632,145630.000000,528907.371008
8192,1636457.501197,133981.000000,934069.886585
16384,1941529.183973,221712.000000,561428.258607
32768,4293360.438031,293754.000000,2959967.273632
65536,3461232.732369,244153.000000,2076126.962153
