frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1235028.826652,251954.000000,105.475116
4,1922911.466901,284921.000000,837.995227
8,1729057.060971,275556.000000,2755.189104
16,1310988.689941,283988.000000,240453.216073
32,1760193.823778,291377.000000,254.576118
64,2556182.080049,295767.000000,846.825838
128,3200283.090654,301069.000000,263797.668525
256,2734329.364391,297298.000000,831.196728
512,2595983.969568,277028.000000,306628.426650
1024,2625568.814656,297436.000000,297754.063741
2048,1287857.344707,186155.000000,389092.351665
4096,3339445.500767,305530.000000,1573118.019648
8192,1981965.289525,236785.000000,1439555.324088
16384,2671807.514488,286937.000000,1222195.847972
32768,4887435.552701,301909.000000,4491153.668122
65536,5554766.029601,290733.000000,4284547.376724
