frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,1378405.404301,52636.000000,60929.524116
4,920003.377389,42432.000000,3016.835594
8,284593.606571,11219.000000,4436.866687
16,657281.873408,21431.000000,16164.596190
32,2047675.345984,77202.000000,80602.060427
64,1309790.091745,45058.000000,88611.165482
128,1588809.814328,61825.000000,51272.580908
256,2366522.913847,82535.000000,17641.744245
512,1484590.272394,53504.000000,154606.645630
1024,1951800.921854,65166.000000,338607.858279
2048,2722541.974714,86925.000000,107118.803321
4096,3776179.443154,128216.000000,454639.803980
8192,525621.623506,21925.000000,212636.244194
16384,1218363.161066,49796.000000,369776.997235
32768,2487021.764092,74181.000000,1739445.273858
65536,1907287.293953,73064.000000,1703434.523430
