frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,397795.956691,15374.000000,3179.377612
4,930754.861515,32895.000000,19177.833115
8,1048514.767948,34802.000000,16513.342030
16,1677265.864092,59743.000000,99474.328784
32,2040144.510515,72250.000000,49580.024859
64,1917463.388941,75312.000000,145127.282135
128,1520214.811132,53662.000000,70413.981183
256,1385793.918226,54143.000000,124874.791411
512,2322546.525832,76206.000000,222908.957377
1024,3379963.602289,108542.000000,634157.317500
2048,1327562.632638,54823.000000,97227.581293
4096,1537964.098455,58969.000000,86869.723310
8192,939194.750236,48270.000000,267355.326809
16384,1474017.350162,60052.000000,889233.012271
32768,2110864.899473,82381.000000,1179454.748012
65536,1769767.944641,50441.000000,913742.988931
