frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,775712.036826,28188.000000,9994.902251
4,1018094.681539,36080.000000,8880.893311
8,1099396.017297,52375.000000,1460.506077
16,646247.478292,26094.000000,24839.664068
32,1067031.187012,36410.000000,33809.060028
64,1639936.300576,61393.000000,68418.873902
128,1740066.015333,52111.000000,138091.656048
256,1567193.028124,45368.000000,122348.963424
512,2137978.383496,73677.000000,72904.386926
1024,1417818.510151,40383.000000,162722.536942
2048,2167236.522354,79710.000000,635056.393342
4096,2254455.289772,71415.000000,652559.810571
8192,2063392.974434,67376.000000,508357.036352
16384,2589288.587211,78029.000000,908798.754377
32768,2362403.922119,76495.000000,1918184.247154
65536,2898566.569809,105372.000000,2266002.917573
