frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,1469330.683545,56898.000000,10010.925282
4,655746.833337,24390.000000,13185.260938
8,686888.464778,36009.000000,27447.794137
16,878730.397186,34730.000000,24838.599800
32,1262545.458247,59709.000000,44361.868119
64,2379806.224491,81809.000000,116300.061092
128,2339782.072476,90089.000000,81634.734029
256,2154832.611593,76797.000000,25712.091961
512,1915852.733219,82202.000000,127760.969009
1024,1111764.569413,38519.000000,154662.447643
2048,3178345.811525,121507.000000,1114376.168563
4096,1581224.007119,57422.000000,272721.876937
8192,753538.437988,29916.000000,330484.424026
16384,4091379.943167,122782.000000,704674.045268
32768,2384223.429031,81900.000000,1420716.422569
65536,6021664.798291,190188.000000,5371147.896198
