frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,690779.204067,29417.000000,2846.381914
4,1282608.970225,37830.000000,18466.726673
8,979189.797662,34892.000000,33.000000
16,1560544.401079,45947.000000,39929.777673
32,1160173.300194,35902.000000,7512.265437
64,2109070.201167,58411.000000,87721.811176
128,1760583.823921,64950.000000,126858.325135
256,2235447.354586,66031.000000,94976.588063
512,1618199.173364,49767.000000,118054.613154
1024,2268361.488150,63278.000000,561715.061756
2048,2405827.112666,72145.000000,425936.130268
4096,2540033.157995,76139.000000,901378.278486
8192,1248862.137178,49470.000000,865270.837125
16384,1971643.297187,56325.000000,731754.341553
32768,1200218.686655,40289.000000,829584.906887
65536,4778752.291100,119663.000000,2305303.680941
