frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,918048.573556,28564.000000,20933.700605
4,1423139.057053,44311.000000,22882.210252
8,1005154.624486,31212.000000,33277.475610
16,1116296.956905,33071.000000,45423.477938
32,969359.925406,29019.000000,36960.102976
64,1227279.736162,37647.000000,71506.990162
128,1332103.272938,46906.000000,117358.695242
256,2019878.509039,60048.000000,144086.189789
512,1371326.874190,41727.000000,41762.189059
1024,1738635.018601,52039.000000,217216.305992
2048,1377098.986732,42570.000000,373210.905602
4096,1781402.999740,56124.000000,43602.338515
8192,1375031.152284,42553.000000,388983.010081
16384,802861.882387,33333.000000,312218.314605
32768,4374866.992072,114389.000000,444908.554702
65536,4036688.552227,113052.000000,2759323.327788
