frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,454953.161197,21811.000000,5583.387592
4,1041824.552124,33610.000000,10373.542741
8,1199752.210341,37454.000000,9192.450761
16,2201651.969833,61100.000000,56108.623134
32,1379661.729304,48109.000000,28982.374523
64,1825754.384784,54125.000000,72412.104009
128,1460178.358239,46500.000000,82862.905217
256,1802411.246680,51788.000000,146031.278458
512,1580231.478363,52198.000000,41415.106350
1024,2035054.897886,64455.000000,417562.991698
2048,1778622.200535,55364.000000,357496.749181
4096,2453840.769965,77889.000000,806561.089374
8192,1794210.714878,61416.000000,1236671.039528
16384,2275568.304361,72990.000000,697734.746578
32768,1912533.536380,59753.000000,645453.338911
65536,2266393.130145,64336.000000,1181343.540733
