frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,1079537.420154,33898.000000,22299.636723
4,1704442.629530,51687.000000,17626.354558
8,546769.001175,17484.000000,19879.759229
16,1124113.128995,41465.000000,44867.382663
32,1774626.037503,55529.000000,25611.561003
64,1375018.609489,44425.000000,64300.277286
128,2487355.419894,71378.000000,229087.176599
256,1479351.366382,50370.000000,174455.785811
512,1428081.474392,49785.000000,167836.267076
1024,1103819.833592,41347.000000,148275.528578
2048,596071.155683,18717.000000,78668.035319
4096,1134142.799038,36180.000000,194298.859137
8192,3506204.748556,116715.000000,480176.319225
16384,4326250.059465,116283.000000,3369657.157376
32768,5139234.042777,124752.000000,2717140.991138
65536,3761552.060263,98964.000000,1315790.209441
